ID,Path,Title,Type,Location,Size bytes,Status candidate,Last modification,Last commit,Related module,Related specification (heuristic),Related code / tests,Authority candidate
DOC-0577,.kiro/troubleshooting/README.md,دليل استكشاف الأخطاء وإصلاحها - مشروع بصير,GUIDE,.kiro/troubleshooting,6506,UNDECLARED,2025-12-13T14:31:40+03:00,ae7d9161bc1d7e4d6155f85771e16daa67814d53,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0578,.kiro/troubleshooting/mcp-github-complete-solution.md,الحل الشامل لمشكلة خادم GitHub MCP,UNKNOWN,.kiro/troubleshooting,12965,COMPLETED_CLAIM,2025-12-13T14:31:40+03:00,ae7d9161bc1d7e4d6155f85771e16daa67814d53,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0579,ARCHITECTURE.md,🏗️ Basir System Architecture,ARCHITECTURE,.,3977,UNDECLARED,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0580,CHANGELOG.md,سجل التغييرات (Changelog),UNKNOWN,.,126821,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0581,CONTRIBUTING.md,دليل المساهمة في مشروع بصير,GUIDE,.,10320,UNDECLARED,2026-01-09T13:57:23+03:00,5da55ef4f81078789532abcd0890da11c89164d1,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0582,ENGINEERING_AUDIT_REPORT.md,🛡️ تقرير التدقيق الهندسي وتطوير النظام (Engineering Audit & System Upgrade Report),REPORT,.,5938,UNDECLARED,2026-01-10T16:01:39+03:00,0a35807ea138d6c69ff2b25529382c7ab61607c6,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0583,GIT_SYNC_GUIDE.md,🔄 دليل مزامنة Git - نظام بصير المحاسبي,GUIDE,.,8543,UNDECLARED,2026-02-21T22:44:42+03:00,d48186427c2ec05a988df52740a90b524d7175c8,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0584,README.md,💎 نظام بصير المحاسبي (Basir Accounting System),GUIDE,.,21910,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0585,RELEASE_NOTES_v1.0.0.md,🎉 نظام بصير المحاسبي - الإصدار 1.0.0,UNKNOWN,.,10147,UNDECLARED,2026-02-21T22:43:31+03:00,80a2a7ac2f5cec3850048e9f7c40fb3b1afd72da,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0586,SECURITY.md,🔒 سياسة الأمان - مشروع بصير MVP,UNKNOWN,.,7632,UNDECLARED,2025-12-10T17:25:42+03:00,0ef36f8a804fbc9f45219a20b57df271268259ae,Security,.kiro/specs/active/basir_master_specification/05_SECURITY_GOVERNANCE.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0587,STRUCTURE.md,🗺️ مشروع بصير - دليل هيكلة النظام,UNKNOWN,.,8443,UNDECLARED,2026-01-10T19:28:33+03:00,ce1a0455f7ba166444c48f1255bb376afd1d0d01,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0588,SYNC_STATUS_REPORT.md,📊 تقرير حالة المزامنة - نظام بصير المحاسبي,STATUS,.,9100,UNDECLARED,2026-02-21T22:45:47+03:00,5e14321590d0f079afc6fce3fb95fdd41925a5cb,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/07_INTEGRATION_PROTOCOLS.md,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0589,TECHNICAL_SPEC.md,📜 Basir Technical Specification,UNKNOWN,.,2611,UNDECLARED,2026-01-15T13:07:43+03:00,cc1606aa007799d428d096e69c8f3b708202ce77,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0590,analysis_diamond_purity.txt,Analyzing basir_accounting_system...,ANALYSIS,.,8479,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0591,analysis_final_user_polish_2.txt,Analyzing basir_accounting_system...,STATUS,.,11692,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0592,analysis_options.yaml,تكوين محلل Dart لمشروع بصير MVP,ANALYSIS,.,9659,UNDECLARED,2026-08-13T17:35:36+00:00,95c8aae8ed7ee08acbe95521dbd6448d35b62bc9,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0593,analysis_rc3_definitive.txt,Analyzing basir_accounting_system...,ANALYSIS,.,8956,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0594,analysis_rc3_final.txt,Analyzing basir_accounting_system...,STATUS,.,9114,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0595,analysis_rc3_final_final.txt,Analyzing basir_accounting_system...,STATUS,.,8637,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0596,analysis_rc3_preflight.txt,Analyzing basir_accounting_system...,ANALYSIS,.,9429,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0597,analysis_repair_check.txt,Analyzing basir_accounting_system...,ANALYSIS,.,8980,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0598,analysis_user_retry.txt,Analyzing basir_accounting_system...,ANALYSIS,.,10779,UNDECLARED,2026-01-15T18:03:45+03:00,fc4d6d999e92b49ef17ac6e49bca05bbb08c028c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0599,analyze_report.txt,Analyzing basir_accounting_system...,REPORT,.,1116,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0600,current_analysis.txt,Analyzing basir_accounting_system...,ANALYSIS,.,14332,UNDECLARED,2026-02-21T22:35:15+03:00,afca608f78fad5ca683c127ef7b3a8d889e92cb0,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0601,docs/AUDIT_LOG_20251229.md,Audit Log - Repository Optimization,REPORT,docs,2442,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0602,docs/Core/00_NOTICE.md,⚠️ Core Documentation Notice,UNKNOWN,docs/Core,2371,UNDECLARED,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0603,docs/Core/00_Strategic_Master_Blueprint.md,Strategic Master Blueprint: Basir Project,PLAN,docs/Core,2967,UNDECLARED,2026-01-11T23:32:59+03:00,aa5d9b8321b0e4ed2ae928dfe6c07a7760d7b938,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0604,docs/Core/01_Product_Charter.md,Basir Product Charter - Initial Version (MVP),UNKNOWN,docs/Core,4102,UNDECLARED,2026-01-11T23:32:59+03:00,aa5d9b8321b0e4ed2ae928dfe6c07a7760d7b938,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0605,docs/Core/02_Technical_Design_Document.md,Technical Design Document (TDD) - Initial Version (MVP),DESIGN,docs/Core,4807,UNDECLARED,2026-01-11T23:32:59+03:00,aa5d9b8321b0e4ed2ae928dfe6c07a7760d7b938,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0606,docs/Core/03_Product_Requirements_Document.md,Product Requirements Document (PRD) - Initial Version (MVP),REQUIREMENT,docs/Core,6884,UNDECLARED,2026-01-11T23:32:59+03:00,aa5d9b8321b0e4ed2ae928dfe6c07a7760d7b938,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L4 — requirement authority candidate
DOC-0607,docs/Core/04_Design_System.md,Design System: Basir Accounting System (Initial Version),DESIGN,docs/Core,4567,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0608,docs/Core/05_UI_Wireframes_Description.md,User Interface (UI) Wireframes & Logic: Basir MVP,UNKNOWN,docs/Core,6012,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0609,docs/Core/07_Cognitive_Hexagon_Architecture.md,Cognitive Hexagon Architecture,ARCHITECTURE,docs/Core,6554,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0610,docs/Core/ARCHITECTURE.md,Technical Architecture: Basir Accounting System,ARCHITECTURE,docs/Core,5052,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0611,docs/Core/CODING_STANDARDS.md,Coding Standards: Basir Accounting System MVP,STANDARD,docs/Core,3603,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0612,docs/Core/GUEST_MODE_IMPLEMENTATION.md,Feature Implementation Report: Guest Mode Access,UNKNOWN,docs/Core,4439,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0613,docs/DEPENDENCY_SECURITY_MONITORING.md,مراقبة أمن اعتماديات Basir Accounting,UNKNOWN,docs,6531,UNDECLARED,2026-08-12T17:45:52+00:00,9bb46bc66f570a409ea41f60e24fae1b52efa09f,Security,.kiro/specs/active/basir_master_specification/05_SECURITY_GOVERNANCE.md,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0614,docs/GIT_POLICIES.md,Git Policies - بصير MVP,GOVERNANCE,docs,1850,UNDECLARED,2025-12-29T20:12:37+03:00,d36e29782d6b51094555717719038a5e9a82dc70,Delivery / operations,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0615,docs/INDEX.md,📇 Master Documentation Index: Basir Accounting System,UNKNOWN,docs,6275,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0616,docs/LINK_REPAIR_FINAL_REPORT.md,تقرير إصلاح الروابط المكسورة - النتائج النهائية,STATUS,docs,5218,UNDECLARED,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0617,docs/MAINTENANCE_CHECKLIST.md,قائمة مراجعة الصيانة لوثائق مشروع بصير,UNKNOWN,docs,9171,UNDECLARED,2025-12-29T21:52:19+03:00,e19f81ab07bea087097bea1bd68850501be70504,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0618,docs/QUICK_START.md,🚀 Quick Start Guide: Basir Documentation,GUIDE,docs,7588,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Flutter UI / UX,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0619,docs/README.md,📚 Basir Accounting Documentation Hub,GUIDE,docs,4413,UNDECLARED,2026-01-14T19:04:36+03:00,f277bbefaa40ec35456613b248e4d6b3e857898c,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0620,docs/Strategic/00_AUDIT_REPORT.md,📊 Comprehensive Documentation Quality Audit Report,REPORT,docs/Strategic,7887,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0621,docs/Strategic/01_ALIGNMENT_REPORT.md,Project Alignment Report: Strategic vs Implementation,REPORT,docs/Strategic,6946,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0622,docs/Strategic/Phase_0_Inception/00_Concept_Note.md,Concept Note: Basir Intelligent Financial & Accounting System,UNKNOWN,docs/Strategic/Phase_0_Inception,9010,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0623,docs/Strategic/Phase_0_Inception/01_Vision_Statement.md,Vision Statement: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,5411,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0624,docs/Strategic/Phase_0_Inception/02_Mission_Statement.md,Mission Statement: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,4034,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0625,docs/Strategic/Phase_0_Inception/03_Problem_Statement.md,Problem Statement: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,6200,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0626,docs/Strategic/Phase_0_Inception/04_Value_Proposition.md,Value Proposition: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,7534,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0627,docs/Strategic/Phase_0_Inception/05_Business_Model_Canvas.md,Business Model Canvas: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,10933,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0628,docs/Strategic/Phase_0_Inception/06_Lean_Canvas.md,Lean Canvas: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,9601,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0629,docs/Strategic/Phase_0_Inception/07_Stakeholder_Map.md,Stakeholder Map: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,11291,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0630,docs/Strategic/Phase_0_Inception/08_Assumptions_Log.md,Assumptions Log: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_0_Inception,7010,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0631,docs/Strategic/Phase_0_Inception/09_Initial_Success_Metrics.md,Initial Success Metrics: Basir Intelligent Financial System,STATUS,docs/Strategic/Phase_0_Inception,7167,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0632,docs/Strategic/Phase_1_Discovery/00_Executive_Summary.md,Executive Summary: Basir Intelligent Financial System,REPORT,docs/Strategic/Phase_1_Discovery,6707,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0633,docs/Strategic/Phase_1_Discovery/01_Market_Analysis.md,Market Analysis: Basir Intelligent Financial System,ANALYSIS,docs/Strategic/Phase_1_Discovery,9642,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0634,docs/Strategic/Phase_1_Discovery/02_TAM_SAM_SOM_Analysis.md,TAM/SAM/SOM Analysis: Basir Intelligent Financial System,ANALYSIS,docs/Strategic/Phase_1_Discovery,8961,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0635,docs/Strategic/Phase_1_Discovery/03_Competitive_Benchmarking.md,Competitive Benchmarking: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_1_Discovery,8597,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0636,docs/Strategic/Phase_1_Discovery/04_SWOT_Analysis.md,SWOT Analysis: Basir Intelligent Financial System,ANALYSIS,docs/Strategic/Phase_1_Discovery,7340,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0637,docs/Strategic/Phase_1_Discovery/05_Financial_Feasibility.md,Financial Feasibility Study: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_1_Discovery,7254,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Delivery / operations,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0638,docs/Strategic/Phase_1_Discovery/06_Regulatory_Legal_Analysis.md,Regulatory & Legal Analysis: Basir Intelligent Financial System,ANALYSIS,docs/Strategic/Phase_1_Discovery,8630,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0639,docs/Strategic/Phase_1_Discovery/07_Risk_Assessment.md,Strategic Risk Assessment: Basir Intelligent Financial System,REPORT,docs/Strategic/Phase_1_Discovery,7868,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L7 — historical or evidentiary claim only
DOC-0640,docs/Strategic/Phase_1_Discovery/08_Pricing_Model.md,Cost Structure & Pricing Model: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_1_Discovery,6544,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Delivery / operations,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0641,docs/Strategic/Phase_1_Discovery/09_Go_NoGo_Decision.md,Go/No-Go Decision Document: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_1_Discovery,6105,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Delivery / operations,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0642,docs/Strategic/Phase_2_Governance/00_Project_Charter.md,Project Charter: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,6025,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0643,docs/Strategic/Phase_2_Governance/01_Strategic_Roadmap.md,Strategic Roadmap: Basir Intelligent Financial System,PLAN,docs/Strategic/Phase_2_Governance,7873,PLANNING_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0644,docs/Strategic/Phase_2_Governance/02_OKRs_KPIs.md,OKRs & KPIs Definition: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,6341,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0645,docs/Strategic/Phase_2_Governance/03_RACI_Matrix.md,RACI Matrix: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,4428,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Delivery / operations,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0646,docs/Strategic/Phase_2_Governance/04_Communication_Plan.md,Communication Plan: Basir Intelligent Financial System,PLAN,docs/Strategic/Phase_2_Governance,2757,PLANNING_CANDIDATE,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L5 — planning only
DOC-0647,docs/Strategic/Phase_2_Governance/05_Decision_Framework.md,Decision-Making Framework: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,2329,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Delivery / operations,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0648,docs/Strategic/Phase_2_Governance/06_Brand_Identity.md,Brand & Identity Guidelines: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,3117,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0649,docs/Strategic/Phase_2_Governance/07_Governance_Model.md,Governance Model: Basir Intelligent Financial System,GOVERNANCE,docs/Strategic/Phase_2_Governance,2315,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,L6 — operational guidance / policy candidate
DOC-0650,docs/Strategic/Phase_2_Governance/08_Legal_IP_Documentation.md,Legal Entity & IP Documentation: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_2_Governance,3007,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0651,docs/Strategic/Phase_3_Product/00_User_Personas.md,User Personas: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_3_Product,7803,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0652,docs/Strategic/Phase_3_Product/01_PRD.md,Product Requirements Document (PRD): Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_3_Product,10235,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0653,docs/Strategic/Phase_3_Product/02_User_Journeys.md,User Journeys & Flows: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_3_Product,10704,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0654,docs/Strategic/Phase_3_Product/03_Design_System.md,Design System: Basir Intelligent Financial System,DESIGN,docs/Strategic/Phase_3_Product,7131,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,.kiro/specs/active/basir_master_specification/04_UI_DESIGN_SYSTEM.md,See traceability matrix; not inferred from pathname alone,L3 — design authority candidate
DOC-0655,docs/Strategic/Phase_3_Product/04_User_Stories.md,User Stories & Acceptance Criteria: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_3_Product,6960,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
DOC-0656,docs/Strategic/Phase_3_Product/05_Accessibility_Localization.md,Accessibility & Localization Specs: Basir Intelligent Financial System,UNKNOWN,docs/Strategic/Phase_3_Product,7543,UNDECLARED,2026-01-02T13:15:47+03:00,560c3372de9ac640f01e3854b211ffb6ef0664fd,Cross-cutting / undetermined,,See traceability matrix; not inferred from pathname alone,UNASSIGNED
